Song Name=Knife Party - Centipede$

// POSITION X :  -7  to   7
// POSITION Y : 3.2 to -3.2
//            1           2          3           4           5            6         7
// CHAIN: singleNote, upperLeft, upperRight, bottomLeft, bottomRight, leftRight, upDown
//            1    2     3      4
// DIRECTION: up, down, left, right
// 
// FORMAT: time~chain|direction,direction2|positionX,positionY|position2X,position2Y
*
24.5895~1|1,0|0,3|0,0;
24.7354~1|4,0|5,0|0,0;
24.9578~1|4,0|5,0|0,0;
25.0688~1|2,0|0,-3|0,0;
25.2768~1|2,0|0,-3|0,0;
25.3742~1|1,0|0,3|0,0;
25.4923~1|1,0|0,3|0,0;
25.5686~1|3,0|-5,0|0,0;
25.6936~1|3,0|-5,0|0,0;
25.7978~1|2,0|0,-3|0,0;
25.9507~1|2,0|0,-3|0,0;
26.1728~1|1,0|0,3|0,0;
26.2770~1|1,0|0,3|0,0;
26.3672~1|4,0|5,0|0,0;
26.5548~1|4,0|5,0|0,0;
26.9852~1|3,0|-5,0|0,0;
27.4018~1|1,0|0,3|0,0;
27.8532~1|2,0|0,-3|0,0;
28.2421~1|4,0|5,0|0,0;
28.6730~1|3,0|-5,0|0,0;
29.0823~1|1,0|0,3|0,0;
29.4854~1|4,0|5,0|0,0;
29.7143~1|1,0|0,3|0,0;
29.9434~1|2,0|0,-3|0,0;
30.0893~1|1,0|0,3|0,0;
30.1658~1|2,0|0,-3|0,0;
30.4087~1|1,0|0,3|0,0;
30.7907~1|3,0|-5,0|0,0;
31.1934~1|4,0|5,0|0,0;
31.3184~1|4,0|5,0|0,0;
31.4642~1|2,0|0,-3|0,0;
31.5822~1|1,0|0,3|0,0;
31.6936~1|1,0|0,3|0,0;
31.8044~1|3,0|-5,0|0,0;
31.9295~1|4,0|5,0|0,0;
32.0475~1|3,0|-5,0|0,0;
32.1658~1|1,0|0,3|0,0;
32.9503~1|2,0|0,-3|0,0;
33.0545~1|1,0|0,3|0,0;
33.1798~1|4,0|5,0|0,0;
33.2420~1|3,0|-5,0|0,0;
33.3740~1|3,0|-5,0|0,0;
33.4851~1|4,0|5,0|0,0;
33.7835~1|1,0|0,3|0,0;
34.2004~1|2,0|0,-3|0,0;
34.6378~1|3,0|-5,0|0,0;
34.7698~1|1,0|0,3|0,0;
34.8947~1|3,0|-5,0|0,0;
34.9850~1|4,0|5,0|0,0;
35.0891~1|4,0|5,0|0,0;
35.3391~1|2,0|0,-3|0,0;
35.5543~1|1,0|0,3|0,0;
35.7766~1|1,0|0,3|0,0;
36.0265~1|3,0|-5,0|0,0;
36.2211~1|4,0|5,0|0,0;
36.4571~1|4,0|5,0|0,0;
36.6378~1|1,0|0,3|0,0;
36.8389~1|2,0|0,-3|0,0;
37.2625~1|4,0|5,0|0,0;
37.3737~1|3,0|-5,0|0,0;
37.4849~1|1,0|0,3|0,0;
37.6169~1|4,0|5,0|0,0;
37.7211~1|2,0|0,-3|0,0;
37.8461~1|2,0|0,-3|0,0;
37.9778~1|1,0|0,3|0,0;
38.1376~1|1,0|0,3|0,0;
38.3667~1|4,0|5,0|0,0;
38.4778~1|3,0|-5,0|0,0;
38.7210~1|2,0|0,-3|0,0;
38.8252~1|4,0|5,0|0,0;
38.9778~1|1,0|0,3|0,0;
39.0612~1|2,0|0,-3|0,0;
39.1793~1|3,0|-5,0|0,0;
39.2765~1|1,0|0,3|0,0;
39.4014~1|2,0|0,-3|0,0;
39.5056~1|3,0|-5,0|0,0;
39.5961~1|1,0|0,3|0,0;
39.8181~1|4,0|5,0|0,0;
39.9918~1|4,0|5,0|0,0;
40.1237~1|1,0|0,3|0,0;
40.2626~1|2,0|0,-3|0,0;
40.6448~1|3,0|-5,0|0,0;
41.1166~1|2,0|0,-3|0,0;
41.5333~1|1,0|0,3|0,0;
41.9222~1|4,0|5,0|0,0;
42.4082~1|2,0|0,-3|0,0;
42.8180~1|4,0|5,0|0,0;
43.2001~1|3,0|-5,0|0,0;
43.4083~1|1,0|0,3|0,0;
43.6860~1|2,0|0,-3|0,0;
43.8388~1|2,0|0,-3|0,0;
43.9499~1|1,0|0,3|0,0;
44.1444~1|4,0|5,0|0,0;
44.5060~1|4,0|5,0|0,0;
44.8249~1|1,0|0,3|0,0;
45.1375~1|3,0|-5,0|0,0;
45.3319~1|4,0|5,0|0,0;
45.4638~1|2,0|0,-3|0,0;
45.6443~1|2,0|0,-3|0,0;
45.8249~1|1,0|0,3|0,0;
46.0262~1|4,0|5,0|0,0;
46.2554~1|4,0|5,0|0,0;
46.4775~1|2,0|0,-3|0,0;
46.6581~1|1,0|0,3|0,0;
46.8873~1|4,0|5,0|0,0;
47.1305~1|3,0|-5,0|0,0;
47.3456~1|1,0|0,3|0,0;
47.5540~1|2,0|0,-3|0,0;
47.8040~1|2,0|0,-3|0,0;
47.9985~1|1,0|0,3|0,0;
48.1861~1|4,0|5,0|0,0;
48.3944~1|4,0|5,0|0,0;
48.6303~1|1,0|0,3|0,0;
48.8734~1|3,0|-5,0|0,0;
49.0540~1|4,0|5,0|0,0;
49.2205~1|4,0|5,0|0,0;
49.4155~1|3,0|-5,0|0,0;
49.6651~1|3,0|-5,0|0,0;
49.8598~1|1,0|0,3|0,0;
50.0886~1|2,0|0,-3|0,0;
50.2970~1|2,0|0,-3|0,0;
50.5750~1|1,0|0,3|0,0;
50.7830~1|4,0|5,0|0,0;
50.9843~1|3,0|-5,0|0,0;
51.2071~1|1,0|0,3|0,0;
51.3942~1|2,0|0,-3|0,0;
51.6163~1|2,0|0,-3|0,0;
51.8385~1|4,0|5,0|0,0;
52.0471~1|4,0|5,0|0,0;
52.2691~1|1,0|0,3|0,0;
52.4705~1|1,0|0,3|0,0;
52.7205~1|2,0|0,-3|0,0;
52.9358~1|4,0|5,0|0,0;
53.1024~1|3,0|-5,0|0,0;
53.2899~1|2,0|0,-3|0,0;
53.4774~1|1,0|0,3|0,0;
53.6724~1|4,0|5,0|0,0;
53.9288~1|4,0|5,0|0,0;
54.0955~1|1,0|0,3|0,0;
54.3454~1|2,0|0,-3|0,0;
54.6441~1|3,0|-5,0|0,0;
54.8800~1|1,0|0,3|0,0;
55.0760~1|2,0|0,-3|0,0;
55.2694~1|4,0|5,0|0,0;
55.5055~1|4,0|5,0|0,0;
55.7134~1|2,0|0,-3|0,0;
55.9218~1|1,0|0,3|0,0;
56.1165~1|3,0|-5,0|0,0;
56.3386~1|4,0|5,0|0,0;
56.5536~1|2,0|0,-3|0,0;
56.7481~1|2,0|0,-3|0,0;
56.9843~1|1,0|0,3|0,0;
57.1924~1|4,0|5,0|0,0;
57.4078~1|4,0|5,0|0,0;
57.5119~1|2,0|0,-3|0,0;
57.6231~1|1,0|0,3|0,0;
57.8666~1|2,0|0,-3|0,0;
58.2898~1|1,0|0,3|0,0;
58.6925~1|4,0|5,0|0,0;
58.8523~1|3,0|-5,0|0,0;
59.1164~1|1,0|0,3|0,0;
59.3036~1|2,0|0,-3|0,0;
59.5119~1|4,0|5,0|0,0;
59.7341~1|4,0|5,0|0,0;
59.9424~1|2,0|0,-3|0,0;
60.1437~1|1,0|0,3|0,0;
60.3660~1|1,0|0,3|0,0;
60.6161~1|3,0|-5,0|0,0;
60.8246~1|4,0|5,0|0,0;
61.0326~1|2,0|0,-3|0,0;
61.2410~1|2,0|0,-3|0,0;
61.4633~1|1,0|0,3|0,0;
61.6784~1|4,0|5,0|0,0;
61.8798~1|3,0|-5,0|0,0;
62.0882~1|2,0|0,-3|0,0;
62.3175~1|1,0|0,3|0,0;
62.5397~1|4,0|5,0|0,0;
62.7201~1|3,0|-5,0|0,0;
62.9564~1|2,0|0,-3|0,0;
63.1784~1|1,0|0,3|0,0;
63.4145~1|2,0|0,-3|0,0;
63.5537~1|2,0|0,-3|0,0;
63.8173~1|1,0|0,3|0,0;
64.0466~1|1,0|0,3|0,0;
64.2687~1|4,0|5,0|0,0;
64.4563~1|3,0|-5,0|0,0;
64.6645~1|2,0|0,-3|0,0;
64.8936~1|1,0|0,3|0,0;
65.1297~1|2,0|0,-3|0,0;
65.3521~1|1,0|0,3|0,0;
65.5672~1|4,0|5,0|0,0;
65.7756~1|3,0|-5,0|0,0;
65.9909~1|2,0|0,-3|0,0;
66.1853~1|1,0|0,3|0,0;
66.4146~1|4,0|5,0|0,0;
66.5812~1|3,0|-5,0|0,0;
66.7894~1|2,0|0,-3|0,0;
66.9492~1|1,0|0,3|0,0;
67.2130~1|1,0|0,3|0,0;
67.4214~1|2,0|0,-3|0,0;
67.6651~1|3,0|-5,0|0,0;
67.8522~1|4,0|5,0|0,0;
68.0740~1|1,0|0,3|0,0;
68.3380~1|2,0|0,-3|0,0;
68.5254~1|1,0|0,3|0,0;
68.7480~1|2,0|0,-3|0,0;
68.9838~1|1,0|0,3|0,0;
69.1783~1|4,0|5,0|0,0;
69.3588~1|3,0|-5,0|0,0;
69.5881~1|2,0|0,-3|0,0;
69.7824~1|1,0|0,3|0,0;
70.0186~1|1,0|0,3|0,0;
70.2130~1|4,0|5,0|0,0;
70.4008~1|3,0|-5,0|0,0;
70.6088~1|2,0|0,-3|0,0;
70.8449~1|1,0|0,3|0,0;
71.1018~1|3,0|-5,0|0,0;
71.1990~1|4,0|5,0|0,0;
71.3519~1|4,0|5,0|0,0;
71.5670~1|2,0|0,-3|0,0;
71.9698~1|1,0|0,3|0,0;
72.3517~1|3,0|-5,0|0,0;
72.4420~1|4,0|5,0|0,0;
72.5670~1|3,0|-5,0|0,0;
72.6649~1|4,0|5,0|0,0;
72.7407~1|3,0|-5,0|0,0;
72.8310~1|4,0|5,0|0,0;
72.9281~1|1,0|0,3|0,0;
73.0185~1|2,0|0,-3|0,0;
73.1089~1|1,0|0,3|0,0;
73.1989~1|2,0|0,-3|0,0;
73.2894~1|1,0|0,3|0,0;
73.4003~1|3,0|-5,0|0,0;
74.0602~1|4,0|5,0|0,0;
74.1922~1|1,0|0,3|0,0;
74.2757~1|2,0|0,-3|0,0;
74.3796~1|2,0|0,-3|0,0;
74.5047~1|1,0|0,3|0,0;
74.9351~1|3,0|-5,0|0,0;
75.3450~1|4,0|5,0|0,0;
75.8726~1|2,0|0,-3|0,0;
75.9698~1|1,0|0,3|0,0;
76.0603~1|3,0|-5,0|0,0;
76.1782~1|3,0|-5,0|0,0;
76.2683~1|4,0|5,0|0,0;
76.4838~1|1,0|0,3|0,0;
76.7060~1|2,0|0,-3|0,0;
76.9489~1|4,0|5,0|0,0;
77.1367~1|1,0|0,3|0,0;
77.3449~1|2,0|0,-3|0,0;
77.5743~1|4,0|5,0|0,0;
77.7753~1|3,0|-5,0|0,0;
77.9907~1|1,0|0,3|0,0;
78.3655~1|2,0|0,-3|0,0;
78.4766~1|2,0|0,-3|0,0;
78.5878~1|1,0|0,3|0,0;
78.7129~1|3,0|-5,0|0,0;
78.8100~1|3,0|-5,0|0,0;
78.9280~1|4,0|5,0|0,0;
79.0184~1|4,0|5,0|0,0;
79.1086~1|2,0|0,-3|0,0;
79.2406~1|1,0|0,3|0,0;
79.5046~1|1,0|0,3|0,0;
79.6502~1|3,0|-5,0|0,0;
79.8656~1|4,0|5,0|0,0;
80.1715~1|1,0|0,3|0,0;
80.2891~1|2,0|0,-3|0,0;
80.4072~1|2,0|0,-3|0,0;
80.5114~1|1,0|0,3|0,0;
80.6366~1|1,0|0,3|0,0;
80.7829~1|3,0|-5,0|0,0;
80.9005~1|3,0|-5,0|0,0;
81.0808~1|2,0|0,-3|0,0;
81.1503~1|2,0|0,-3|0,0;
81.2544~1|1,0|0,3|0,0;
81.3585~1|1,0|0,3|0,0;
81.4282~1|4,0|5,0|0,0;
81.8238~1|4,0|5,0|0,0;
82.2126~1|1,0|0,3|0,0;
82.6920~1|3,0|-5,0|0,0;
83.1015~1|2,0|0,-3|0,0;
83.5254~1|1,0|0,3|0,0;
83.9141~1|4,0|5,0|0,0;
84.3585~1|3,0|-5,0|0,0;
84.5183~1|1,0|0,3|0,0;
84.8375~1|2,0|0,-3|0,0;
84.9279~1|2,0|0,-3|0,0;
85.0251~1|1,0|0,3|0,0;
85.1083~1|4,0|5,0|0,0;
85.3099~1|4,0|5,0|0,0;
85.6711~1|2,0|0,-3|0,0;
86.1014~1|1,0|0,3|0,0;
86.2125~1|3,0|-5,0|0,0;
86.2894~1|3,0|-5,0|0,0;
86.4212~1|2,0|0,-3|0,0;
86.5042~1|2,0|0,-3|0,0;
86.6500~1|1,0|0,3|0,0;
86.7334~1|1,0|0,3|0,0;
86.8374~1|4,0|5,0|0,0;
86.9417~1|4,0|5,0|0,0;
87.1159~1|2,0|0,-3|0,0;
87.7750~1|1,0|0,3|0,0;
87.8931~1|3,0|-5,0|0,0;
87.9764~1|3,0|-5,0|0,0;
88.0875~1|2,0|0,-3|0,0;
88.1777~1|2,0|0,-3|0,0;
88.2820~1|1,0|0,3|0,0;
88.6637~1|3,0|-5,0|0,0;
89.1017~1|4,0|5,0|0,0;
89.4902~1|4,0|5,0|0,0;
89.6361~1|2,0|0,-3|0,0;
89.7679~1|1,0|0,3|0,0;
89.9208~1|4,0|5,0|0,0;
90.0596~1|3,0|-5,0|0,0;
90.2471~1|2,0|0,-3|0,0;
90.4207~1|2,0|0,-3|0,0;
90.6498~1|1,0|0,3|0,0;
90.8304~1|4,0|5,0|0,0;
91.0595~1|4,0|5,0|0,0;
91.3098~1|3,0|-5,0|0,0;
91.4971~1|2,0|0,-3|0,0;
91.7261~1|1,0|0,3|0,0;
92.0872~1|4,0|5,0|0,0;
92.1983~1|4,0|5,0|0,0;
92.3095~1|2,0|0,-3|0,0;
92.3930~1|2,0|0,-3|0,0;
92.5039~1|1,0|0,3|0,0;
92.6081~1|1,0|0,3|0,0;
92.7053~1|3,0|-5,0|0,0;
92.8233~1|3,0|-5,0|0,0;
92.9414~1|2,0|0,-3|0,0;
93.2331~1|1,0|0,3|0,0;
93.3442~1|1,0|0,3|0,0;
93.5733~1|4,0|5,0|0,0;
93.7052~1|4,0|5,0|0,0;
93.8858~1|2,0|0,-3|0,0;
93.9900~1|2,0|0,-3|0,0;
94.1010~1|1,0|0,3|0,0;
94.1983~1|1,0|0,3|0,0;
94.2886~1|3,0|-5,0|0,0;
94.3997~1|4,0|5,0|0,0;
94.5250~1|3,0|-5,0|0,0;
94.6566~1|2,0|0,-3|0,0;
94.7886~1|2,0|0,-3|0,0;
94.8858~1|1,0|0,3|0,0;
95.0247~1|1,0|0,3|0,0;
95.1012~1|4,0|5,0|0,0;
95.5318~1|3,0|-5,0|0,0;
95.9482~1|2,0|0,-3|0,0;
96.3997~1|1,0|0,3|0,0;
96.7400~1|3,0|-5,0|0,0;
97.2121~1|4,0|5,0|0,0;
97.6565~1|1,0|0,3|0,0;
98.0662~1|3,0|-5,0|0,0;
98.2817~1|4,0|5,0|0,0;
98.5454~1|4,0|5,0|0,0;
98.7676~1|1,0|0,3|0,0;
98.9412~1|2,0|0,-3|0,0;
100.0523~1|1,0|0,3|0,0;
100.3717~1|3,0|-5,0|0,0;
100.6286~1|4,0|5,0|0,0;
100.8165~1|2,0|0,-3|0,0;
101.0035~1|1,0|0,3|0,0;
101.3508~1|4,0|5,0|0,0;
101.5802~1|2,0|0,-3|0,0;
102.2882~1|3,0|-5,0|0,0;
106.1768~1|4,0|5,0|0,0;
106.4687~1|3,0|-5,0|0,0;
106.6630~1|2,0|0,-3|0,0;
106.9201~1|1,0|0,3|0,0;
107.1491~1|3,0|-5,0|0,0;
107.3577~1|4,0|5,0|0,0;
107.5727~1|1,0|0,3|0,0;
107.7881~1|2,0|0,-3|0,0;
107.9894~1|3,0|-5,0|0,0;
108.1769~1|4,0|5,0|0,0;
108.4199~1|2,0|0,-3|0,0;
108.6143~1|1,0|0,3|0,0;
108.8575~1|3,0|-5,0|0,0;
109.0518~1|4,0|5,0|0,0;
109.2601~1|4,0|5,0|0,0;
109.5103~1|2,0|0,-3|0,0;
109.6977~1|1,0|0,3|0,0;
109.9685~1|4,0|5,0|0,0;
110.1213~1|3,0|-5,0|0,0;
110.3574~1|2,0|0,-3|0,0;
110.5171~1|1,0|0,3|0,0;
110.7394~1|4,0|5,0|0,0;
110.9754~1|4,0|5,0|0,0;
111.1907~1|2,0|0,-3|0,0;
111.4059~1|1,0|0,3|0,0;
111.6281~1|4,0|5,0|0,0;
111.8086~1|3,0|-5,0|0,0;
112.0450~1|1,0|0,3|0,0;
112.2739~1|2,0|0,-3|0,0;
112.4961~1|4,0|5,0|0,0;
112.6767~1|3,0|-5,0|0,0;
112.9266~1|4,0|5,0|0,0;
113.1072~1|4,0|5,0|0,0;
113.3294~1|1,0|0,3|0,0;
113.5243~1|2,0|0,-3|0,0;
113.7322~1|3,0|-5,0|0,0;
113.9822~1|3,0|-5,0|0,0;
114.1905~1|1,0|0,3|0,0;
114.4197~1|4,0|5,0|0,0;
114.6072~1|4,0|5,0|0,0;
114.8363~1|2,0|0,-3|0,0;
115.0378~1|2,0|0,-3|0,0;
115.2322~1|1,0|0,3|0,0;
115.4474~1|4,0|5,0|0,0;
115.6904~1|3,0|-5,0|0,0;
115.9057~1|1,0|0,3|0,0;
116.1211~1|2,0|0,-3|0,0;
116.3432~1|4,0|5,0|0,0;
116.5168~1|3,0|-5,0|0,0;
116.7530~1|2,0|0,-3|0,0;
116.9682~1|1,0|0,3|0,0;
117.1418~1|1,0|0,3|0,0;
117.4196~1|4,0|5,0|0,0;
117.6071~1|3,0|-5,0|0,0;
117.8571~1|2,0|0,-3|0,0;
118.0724~1|1,0|0,3|0,0;
118.2950~1|3,0|-5,0|0,0;
118.4612~1|4,0|5,0|0,0;
118.8156~1|3,0|-5,0|0,0;
119.0170~1|2,0|0,-3|0,0;
119.1354~1|1,0|0,3|0,0;
119.3293~1|4,0|5,0|0,0;
119.5376~1|4,0|5,0|0,0;
119.7736~1|4,0|5,0|0,0;
119.9612~1|2,0|0,-3|0,0;
120.1559~1|1,0|0,3|0,0;
120.4126~1|3,0|-5,0|0,0;
120.6070~1|4,0|5,0|0,0;
120.8570~1|4,0|5,0|0,0;
121.0655~1|2,0|0,-3|0,0;
121.2528~1|1,0|0,3|0,0;
121.5097~1|4,0|5,0|0,0;
121.6767~1|3,0|-5,0|0,0;
121.9265~1|2,0|0,-3|0,0;
122.1209~1|4,0|5,0|0,0;
122.3085~1|1,0|0,3|0,0;
122.5444~1|2,0|0,-3|0,0;
122.7666~1|4,0|5,0|0,0;
122.9751~1|3,0|-5,0|0,0;
123.1973~1|1,0|0,3|0,0;
123.4195~1|1,0|0,3|0,0;
123.6487~1|4,0|5,0|0,0;
123.8153~1|3,0|-5,0|0,0;
124.0514~1|2,0|0,-3|0,0;
124.2805~1|1,0|0,3|0,0;
124.4680~1|4,0|5,0|0,0;
124.7111~1|4,0|5,0|0,0;
124.9263~1|2,0|0,-3|0,0;
125.1488~1|1,0|0,3|0,0;
125.3154~1|1,0|0,3|0,0;
125.5654~1|3,0|-5,0|0,0;
125.7458~1|3,0|-5,0|0,0;
125.9194~1|2,0|0,-3|0,0;
126.1561~1|2,0|0,-3|0,0;
126.3916~1|1,0|0,3|0,0;
126.6069~1|4,0|5,0|0,0;
126.8154~1|4,0|5,0|0,0;
127.0378~1|2,0|0,-3|0,0;
127.2320~1|1,0|0,3|0,0;
127.4541~1|4,0|5,0|0,0;
127.6834~1|3,0|-5,0|0,0;
127.9055~1|1,0|0,3|0,0;
128.0999~1|2,0|0,-3|0,0;
128.3222~1|4,0|5,0|0,0;
128.5582~1|1,0|0,3|0,0;
128.7735~1|2,0|0,-3|0,0;
128.9749~1|3,0|-5,0|0,0;
129.1764~1|4,0|5,0|0,0;
129.3776~1|1,0|0,3|0,0;
129.5929~1|2,0|0,-3|0,0;
129.7873~1|4,0|5,0|0,0;
130.0372~1|1,0|0,3|0,0;
130.2456~1|2,0|0,-3|0,0;
130.4679~1|4,0|5,0|0,0;
130.6554~1|1,0|0,3|0,0;
130.8915~1|2,0|0,-3|0,0;
131.0998~1|3,0|-5,0|0,0;
131.3154~1|4,0|5,0|0,0;
131.5024~1|1,0|0,3|0,0;
131.7456~1|2,0|0,-3|0,0;
131.9539~1|4,0|5,0|0,0;
132.1346~1|1,0|0,3|0,0;
132.3566~1|2,0|0,-3|0,0;
132.4958~1|3,0|-5,0|0,0;
132.6970~1|3,0|-5,0|0,0;
132.9886~1|2,0|0,-3|0,0;
133.2320~1|1,0|0,3|0,0;
133.4678~1|4,0|5,0|0,0;
133.6761~1|4,0|5,0|0,0;
133.9054~1|2,0|0,-3|0,0;
134.0926~1|1,0|0,3|0,0;
134.3427~1|1,0|0,3|0,0;
134.5510~1|3,0|-5,0|0,0;
134.7523~1|4,0|5,0|0,0;
134.9537~1|4,0|5,0|0,0;
135.1760~1|2,0|0,-3|0,0;
135.4051~1|2,0|0,-3|0,0;
135.5857~1|1,0|0,3|0,0;
135.8634~1|3,0|-5,0|0,0;
136.0439~1|4,0|5,0|0,0;
136.2800~1|3,0|-5,0|0,0;
136.4886~1|2,0|0,-3|0,0;
136.6691~1|1,0|0,3|0,0;
136.7730~1|1,0|0,3|0,0;
136.8633~1|2,0|0,-3|0,0;
136.9815~1|2,0|0,-3|0,0;
137.0716~1|1,0|0,3|0,0;
137.1480~1|1,0|0,3|0,0;
137.2383~1|2,0|0,-3|0,0;
137.3355~1|2,0|0,-3|0,0;
137.4396~1|1,0|0,3|0,0;
137.5093~1|1,0|0,3|0,0;
137.6203~1|3,0|-5,0|0,0;
137.6551~1|4,0|5,0|0,0;
137.8009~1|4,0|5,0|0,0;
137.8287~1|3,0|-5,0|0,0;
137.9747~1|3,0|-5,0|0,0;
138.0236~1|4,0|5,0|0,0;
138.1273~1|3,0|-5,0|0,0;
138.2731~1|3,0|-5,0|0,0;
138.3495~1|1,0|0,3|0,0;
138.4606~1|2,0|0,-3|0,0;
138.5719~1|2,0|0,-3|0,0;
138.8078~1|1,0|0,3|0,0;
138.8844~1|1,0|0,3|0,0;
139.1203~1|2,0|0,-3|0,0;
139.1829~1|2,0|0,-3|0,0;
139.3425~1|1,0|0,3|0,0;
139.3983~1|1,0|0,3|0,0;
139.5439~1|3,0|-5,0|0,0;
139.6205~1|4,0|5,0|0,0;
139.8217~1|3,0|-5,0|0,0;
139.9327~1|4,0|5,0|0,0;
140.1271~1|2,0|0,-3|0,0;
140.4535~1|2,0|0,-3|0,0;
140.9605~1|1,0|0,3|0,0;
141.1203~1|4,0|5,0|0,0;
141.2243~1|3,0|-5,0|0,0;
141.3285~1|2,0|0,-3|0,0;
141.3979~1|2,0|0,-3|0,0;
141.5021~1|1,0|0,3|0,0;
141.6617~1|1,0|0,3|0,0;
141.7937~1|2,0|0,-3|0,0;
141.9535~1|3,0|-5,0|0,0;
142.6479~1|1,0|0,3|0,0;
142.7172~1|2,0|0,-3|0,0;
142.8285~1|3,0|-5,0|0,0;
142.9188~1|3,0|-5,0|0,0;
143.0090~1|2,0|0,-3|0,0;
143.1758~1|1,0|0,3|0,0;
143.5505~1|3,0|-5,0|0,0;
143.9605~1|1,0|0,3|0,0;
144.3354~1|4,0|5,0|0,0;
144.4395~1|3,0|-5,0|0,0;
144.5436~1|2,0|0,-3|0,0;
144.6548~1|2,0|0,-3|0,0;
144.7590~1|1,0|0,3|0,0;
144.8563~1|1,0|0,3|0,0;
145.0646~1|3,0|-5,0|0,0;
145.2312~1|4,0|5,0|0,0;
145.4951~1|1,0|0,3|0,0;
145.6964~1|2,0|0,-3|0,0;
145.9120~1|2,0|0,-3|0,0;
146.1131~1|1,0|0,3|0,0;
146.3284~1|3,0|-5,0|0,0;
146.5368~1|4,0|5,0|0,0;
146.9671~1|1,0|0,3|0,0;
147.0644~1|2,0|0,-3|0,0;
147.1616~1|2,0|0,-3|0,0;
147.2452~1|1,0|0,3|0,0;
147.3421~1|1,0|0,3|0,0;
147.4324~1|3,0|-5,0|0,0;
147.5436~1|3,0|-5,0|0,0;
