Song Name=Virtual Riot - Dragons$

// POSITION X :  -7  to   7
// POSITION Y : 3.2 to -3.2
//            1           2          3           4           5            6         7
// CHAIN: singleNote, upperLeft, upperRight, bottomLeft, bottomRight, leftRight, upDown
//            1    2     3      4
// DIRECTION: up, down, left, right
// 
// FORMAT: time~chain|direction,direction2|positionX,positionY|position2X,position2Y
*
21.0429~1|2,0|0,-3|0,0;
21.1336~1|1,0|0,3|0,0;
21.4890~1|4,0|5,0|0,0;
21.6493~1|3,0|-5,0|0,0;
21.9420~1|2,0|0,-3|0,0;
22.1303~1|1,0|0,3|0,0;
22.3256~1|4,0|5,0|0,0;
22.4859~1|3,0|-5,0|0,0;
22.7437~1|2,0|0,-3|0,0;
22.9179~1|1,0|0,3|0,0;
23.1485~1|4,0|5,0|0,0;
23.3580~1|3,0|-5,0|0,0;
23.6018~1|2,0|0,-3|0,0;
23.8242~1|1,0|0,3|0,0;
25.2818~1|3,0|-5,0|0,0;
25.4005~1|2,0|0,-3|0,0;
25.4983~1|1,0|0,3|0,0;
25.6306~1|1,0|0,3|0,0;
25.7349~1|4,0|5,0|0,0;
27.0309~1|3,0|-5,0|0,0;
27.4070~1|4,0|5,0|0,0;
27.5605~1|1,0|0,3|0,0;
27.8251~1|2,0|0,-3|0,0;
28.0137~1|3,0|-5,0|0,0;
28.2714~1|2,0|0,-3|0,0;
28.5012~1|4,0|5,0|0,0;
28.7382~1|1,0|0,3|0,0;
28.9750~1|2,0|0,-3|0,0;
29.1843~1|3,0|-5,0|0,0;
29.3935~1|4,0|5,0|0,0;
29.5884~1|2,0|0,-3|0,0;
29.7834~1|1,0|0,3|0,0;
30.0140~1|3,0|-5,0|0,0;
30.2296~1|2,0|0,-3|0,0;
30.4390~1|1,0|0,3|0,0;
30.6481~1|4,0|5,0|0,0;
30.8709~1|2,0|0,-3|0,0;
31.0732~1|1,0|0,3|0,0;
31.3101~1|3,0|-5,0|0,0;
31.5402~1|2,0|0,-3|0,0;
31.7351~1|2,0|0,-3|0,0;
31.9510~1|1,0|0,3|0,0;
32.1741~1|4,0|5,0|0,0;
32.3968~1|2,0|0,-3|0,0;
32.5993~1|1,0|0,3|0,0;
32.8224~1|3,0|-5,0|0,0;
33.0383~1|2,0|0,-3|0,0;
33.2407~1|1,0|0,3|0,0;
33.4147~1|4,0|5,0|0,0;
33.6655~1|2,0|0,-3|0,0;
33.9095~1|1,0|0,3|0,0;
34.1115~1|1,0|0,3|0,0;
34.2999~1|2,0|0,-3|0,0;
34.4391~1|2,0|0,-3|0,0;
34.5507~1|2,0|0,-3|0,0;
34.6621~1|2,0|0,-3|0,0;
34.7738~1|2,0|0,-3|0,0;
34.8923~1|2,0|0,-3|0,0;
35.0039~1|2,0|0,-3|0,0;
35.1642~1|1,0|0,3|0,0;
35.2897~1|1,0|0,3|0,0;
35.3941~1|1,0|0,3|0,0;
35.5197~1|1,0|0,3|0,0;
35.6379~1|1,0|0,3|0,0;
35.7775~1|1,0|0,3|0,0;
35.8822~1|1,0|0,3|0,0;
36.0285~1|3,0|-5,0|0,0;
36.1400~1|3,0|-5,0|0,0;
36.2375~1|3,0|-5,0|0,0;
36.3562~1|3,0|-5,0|0,0;
36.4955~1|3,0|-5,0|0,0;
36.6141~1|3,0|-5,0|0,0;
36.7326~1|3,0|-5,0|0,0;
36.8439~1|4,0|5,0|0,0;
36.9835~1|4,0|5,0|0,0;
37.1019~1|4,0|5,0|0,0;
37.2413~1|4,0|5,0|0,0;
37.3735~1|4,0|5,0|0,0;
37.5131~1|4,0|5,0|0,0;
37.6458~1|4,0|5,0|0,0;
37.7570~1|2,0|0,-3|0,0;
38.3356~1|1,0|0,3|0,0;
39.1583~1|3,0|-5,0|0,0;
39.6812~1|4,0|5,0|0,0;
39.9461~1|2,0|0,-3|0,0;
40.2039~1|1,0|0,3|0,0;
40.5801~1|4,0|5,0|0,0;
40.7269~1|2,0|0,-3|0,0;
40.8732~1|1,0|0,3|0,0;
41.0474~1|3,0|-5,0|0,0;
41.1940~1|2,0|0,-3|0,0;
41.3194~1|1,0|0,3|0,0;
41.5495~1|4,0|5,0|0,0;
42.0166~1|2,0|0,-3|0,0;
42.4285~1|1,0|0,3|0,0;
42.6581~1|3,0|-5,0|0,0;
42.8812~1|2,0|0,-3|0,0;
43.0973~1|1,0|0,3|0,0;
43.3412~1|4,0|5,0|0,0;
43.5571~1|2,0|0,-3|0,0;
43.7525~1|1,0|0,3|0,0;
43.9684~1|3,0|-5,0|0,0;
44.1705~1|2,0|0,-3|0,0;
44.6096~1|1,0|0,3|0,0;
45.0286~1|4,0|5,0|0,0;
45.4462~1|2,0|0,-3|0,0;
45.6416~1|1,0|0,3|0,0;
45.8715~1|3,0|-5,0|0,0;
46.0944~1|2,0|0,-3|0,0;
46.3174~1|1,0|0,3|0,0;
46.5197~1|4,0|5,0|0,0;
46.7357~1|2,0|0,-3|0,0;
46.9451~1|1,0|0,3|0,0;
47.1819~1|1,0|0,3|0,0;
47.3564~1|1,0|0,3|0,0;
47.5651~1|3,0|-5,0|0,0;
47.7743~1|2,0|0,-3|0,0;
47.9906~1|1,0|0,3|0,0;
48.2067~1|4,0|5,0|0,0;
48.4227~1|2,0|0,-3|0,0;
48.6387~1|1,0|0,3|0,0;
48.8757~1|3,0|-5,0|0,0;
49.3218~1|2,0|0,-3|0,0;
49.7541~1|1,0|0,3|0,0;
50.1722~1|4,0|5,0|0,0;
50.6400~1|2,0|0,-3|0,0;
51.0437~1|1,0|0,3|0,0;
51.4548~1|3,0|-5,0|0,0;
51.9289~1|2,0|0,-3|0,0;
52.3330~1|1,0|0,3|0,0;
52.7305~1|4,0|5,0|0,0;
53.0999~1|2,0|0,-3|0,0;
53.2533~1|1,0|0,3|0,0;
53.4276~1|3,0|-5,0|0,0;
53.5881~1|2,0|0,-3|0,0;
53.7693~1|1,0|0,3|0,0;
53.9506~1|4,0|5,0|0,0;
54.1110~1|1,0|0,3|0,0;
54.2295~1|1,0|0,3|0,0;
54.3619~1|1,0|0,3|0,0;
54.4805~1|1,0|0,3|0,0;
54.8567~1|1,0|0,3|0,0;
55.2821~1|3,0|-5,0|0,0;
55.7001~1|4,0|5,0|0,0;
56.1672~1|1,0|0,3|0,0;
56.5926~1|4,0|5,0|0,0;
57.0387~1|1,0|0,3|0,0;
57.4711~1|2,0|0,-3|0,0;
57.8893~1|1,0|0,3|0,0;
58.3285~1|3,0|-5,0|0,0;
58.7397~1|4,0|5,0|0,0;
59.1722~1|1,0|0,3|0,0;
59.5904~1|2,0|0,-3|0,0;
59.9805~1|3,0|-5,0|0,0;
60.4197~1|1,0|0,3|0,0;
60.8656~1|2,0|0,-3|0,0;
61.1098~1|1,0|0,3|0,0;
61.2563~1|1,0|0,3|0,0;
61.4232~1|1,0|0,3|0,0;
61.6881~1|4,0|5,0|0,0;
62.0365~1|1,0|0,3|0,0;
62.1555~1|1,0|0,3|0,0;
62.3923~1|4,0|5,0|0,0;
62.6135~1|1,0|0,3|0,0;
63.0362~1|2,0|0,-3|0,0;
63.4614~1|1,0|0,3|0,0;
63.8865~1|3,0|-5,0|0,0;
64.2769~1|2,0|0,-3|0,0;
64.6950~1|1,0|0,3|0,0;
65.0787~1|4,0|5,0|0,0;
65.5457~1|2,0|0,-3|0,0;
65.9991~1|1,0|0,3|0,0;
66.2571~1|3,0|-5,0|0,0;
66.4382~1|2,0|0,-3|0,0;
66.7044~1|1,0|0,3|0,0;
66.9206~1|4,0|5,0|0,0;
67.2691~1|2,0|0,-3|0,0;
67.5479~1|1,0|0,3|0,0;
67.8339~1|3,0|-5,0|0,0;
68.0569~1|2,0|0,-3|0,0;
68.2661~1|1,0|0,3|0,0;
68.4542~1|4,0|5,0|0,0;
68.6217~1|2,0|0,-3|0,0;
68.7680~1|1,0|0,3|0,0;
68.9354~1|3,0|-5,0|0,0;
69.0607~1|2,0|0,-3|0,0;
69.2072~1|1,0|0,3|0,0;
69.3118~1|4,0|5,0|0,0;
69.4092~1|2,0|0,-3|0,0;
69.5695~1|1,0|0,3|0,0;
69.7021~1|1,0|0,3|0,0;
69.8206~1|1,0|0,3|0,0;
69.9531~1|1,0|0,3|0,0;
70.0856~1|1,0|0,3|0,0;
70.3364~1|2,0|0,-3|0,0;
70.4481~1|2,0|0,-3|0,0;
70.5736~1|2,0|0,-3|0,0;
70.6919~1|2,0|0,-3|0,0;
70.8247~1|2,0|0,-3|0,0;
70.9500~1|2,0|0,-3|0,0;
71.0616~1|2,0|0,-3|0,0;
71.2079~1|4,0|5,0|0,0;
71.3403~1|4,0|5,0|0,0;
71.4729~1|4,0|5,0|0,0;
71.6129~1|4,0|5,0|0,0;
71.7517~1|4,0|5,0|0,0;
71.8701~1|4,0|5,0|0,0;
72.0375~1|3,0|-5,0|0,0;
72.1561~1|3,0|-5,0|0,0;
72.2885~1|3,0|-5,0|0,0;
72.4137~1|3,0|-5,0|0,0;
72.5461~1|3,0|-5,0|0,0;
72.6576~1|3,0|-5,0|0,0;
72.7900~1|3,0|-5,0|0,0;
72.9365~1|1,0|0,3|0,0;
73.0620~1|1,0|0,3|0,0;
73.2013~1|1,0|0,3|0,0;
73.3269~1|1,0|0,3|0,0;
73.4523~1|1,0|0,3|0,0;
73.5775~1|1,0|0,3|0,0;
73.7521~1|2,0|0,-3|0,0;
73.8632~1|2,0|0,-3|0,0;
73.9958~1|2,0|0,-3|0,0;
74.1284~1|2,0|0,-3|0,0;
74.2608~1|2,0|0,-3|0,0;
74.3931~1|2,0|0,-3|0,0;
74.5746~1|1,0|0,3|0,0;
74.7001~1|1,0|0,3|0,0;
74.8464~1|1,0|0,3|0,0;
74.9928~1|1,0|0,3|0,0;
75.1253~1|1,0|0,3|0,0;
75.2647~1|1,0|0,3|0,0;
75.3764~1|1,0|0,3|0,0;
75.5019~1|3,0|-5,0|0,0;
76.3109~1|2,0|0,-3|0,0;
76.4504~1|2,0|0,-3|0,0;
76.5759~1|2,0|0,-3|0,0;
76.7084~1|2,0|0,-3|0,0;
77.0143~1|4,0|5,0|0,0;
77.1608~1|4,0|5,0|0,0;
77.2935~1|4,0|5,0|0,0;
77.4399~1|4,0|5,0|0,0;
77.5792~1|4,0|5,0|0,0;
77.9276~1|3,0|-5,0|0,0;
78.0750~1|3,0|-5,0|0,0;
78.2073~1|3,0|-5,0|0,0;
78.3259~1|3,0|-5,0|0,0;
78.4513~1|3,0|-5,0|0,0;
78.7791~1|1,0|0,3|0,0;
78.9180~1|1,0|0,3|0,0;
79.0572~1|1,0|0,3|0,0;
79.1828~1|1,0|0,3|0,0;
79.3292~1|1,0|0,3|0,0;
79.4756~1|1,0|0,3|0,0;
79.7196~1|2,0|0,-3|0,0;
79.9145~1|1,0|0,3|0,0;
80.0124~1|2,0|0,-3|0,0;
80.1588~1|1,0|0,3|0,0;
80.2634~1|2,0|0,-3|0,0;
80.4376~1|1,0|0,3|0,0;
80.5980~1|1,0|0,3|0,0;
81.4621~1|3,0|-5,0|0,0;
81.5109~1|3,0|-5,0|0,0;
81.6991~1|4,0|5,0|0,0;
81.8384~1|4,0|5,0|0,0;
82.0826~1|2,0|0,-3|0,0;
82.2289~1|1,0|0,3|0,0;
82.7384~1|1,0|0,3|0,0;
83.0306~1|2,0|0,-3|0,0;
83.2259~1|1,0|0,3|0,0;
83.3517~1|1,0|0,3|0,0;
83.5535~1|2,0|0,-3|0,0;
83.7347~1|2,0|0,-3|0,0;
83.8672~1|1,0|0,3|0,0;
83.9859~1|1,0|0,3|0,0;
84.0905~1|2,0|0,-3|0,0;
84.2300~1|2,0|0,-3|0,0;
84.3901~1|1,0|0,3|0,0;
84.5158~1|1,0|0,3|0,0;
84.6553~1|2,0|0,-3|0,0;
84.7874~1|2,0|0,-3|0,0;
84.9620~1|1,0|0,3|0,0;
85.0945~1|1,0|0,3|0,0;
85.2339~1|2,0|0,-3|0,0;
85.3803~1|2,0|0,-3|0,0;
85.5337~1|1,0|0,3|0,0;
85.6732~1|1,0|0,3|0,0;
85.8055~1|2,0|0,-3|0,0;
85.9100~1|2,0|0,-3|0,0;
86.0633~1|1,0|0,3|0,0;
86.2100~1|1,0|0,3|0,0;
86.3353~1|2,0|0,-3|0,0;
86.4607~1|2,0|0,-3|0,0;
86.6212~1|1,0|0,3|0,0;
86.7539~1|1,0|0,3|0,0;
86.8792~1|2,0|0,-3|0,0;
87.0466~1|2,0|0,-3|0,0;
87.2069~1|1,0|0,3|0,0;
87.3325~1|1,0|0,3|0,0;
87.4998~1|3,0|-5,0|0,0;
87.6041~1|3,0|-5,0|0,0;
87.7436~1|3,0|-5,0|0,0;
87.8762~1|3,0|-5,0|0,0;
88.0087~1|3,0|-5,0|0,0;
88.1758~1|4,0|5,0|0,0;
88.3223~1|4,0|5,0|0,0;
88.4684~1|4,0|5,0|0,0;
88.6010~1|4,0|5,0|0,0;
88.7334~1|4,0|5,0|0,0;
88.8661~1|4,0|5,0|0,0;
88.9986~1|4,0|5,0|0,0;
89.1935~1|3,0|-5,0|0,0;
90.0167~1|1,0|0,3|0,0;
90.1424~1|1,0|0,3|0,0;
90.2533~1|2,0|0,-3|0,0;
90.4068~1|2,0|0,-3|0,0;
90.7348~1|1,0|0,3|0,0;
90.8881~1|1,0|0,3|0,0;
90.9720~1|3,0|-5,0|0,0;
91.1462~1|3,0|-5,0|0,0;
91.2711~1|2,0|0,-3|0,0;
91.6198~1|2,0|0,-3|0,0;
91.7312~1|1,0|0,3|0,0;
91.8638~1|1,0|0,3|0,0;
91.9893~1|4,0|5,0|0,0;
92.1283~1|4,0|5,0|0,0;
92.2473~1|2,0|0,-3|0,0;
92.5400~1|2,0|0,-3|0,0;
92.6653~1|1,0|0,3|0,0;
92.7911~1|1,0|0,3|0,0;
92.9092~1|3,0|-5,0|0,0;
93.0350~1|3,0|-5,0|0,0;
93.1324~1|2,0|0,-3|0,0;
93.2788~1|2,0|0,-3|0,0;
93.4046~1|1,0|0,3|0,0;
93.5297~1|1,0|0,3|0,0;
93.6483~1|4,0|5,0|0,0;
93.7600~1|4,0|5,0|0,0;
93.8784~1|2,0|0,-3|0,0;
93.9897~1|2,0|0,-3|0,0;
94.1082~1|1,0|0,3|0,0;
94.2897~1|1,0|0,3|0,0;
94.7914~1|3,0|-5,0|0,0;
94.9657~1|3,0|-5,0|0,0;
95.1751~1|2,0|0,-3|0,0;
95.4050~1|2,0|0,-3|0,0;
95.6140~1|1,0|0,3|0,0;
95.8371~1|4,0|5,0|0,0;
96.0395~1|4,0|5,0|0,0;
96.8695~1|1,0|0,3|0,0;
97.2251~1|3,0|-5,0|0,0;
98.4383~1|4,0|5,0|0,0;
98.8071~1|1,0|0,3|0,0;
100.2086~1|2,0|0,-3|0,0;
100.6264~1|3,0|-5,0|0,0;
101.9509~1|1,0|0,3|0,0;
102.5017~1|4,0|5,0|0,0;
103.6170~1|2,0|0,-3|0,0;
104.0070~1|1,0|0,3|0,0;
105.3316~1|3,0|-5,0|0,0;
105.7430~1|4,0|5,0|0,0;
107.0814~1|2,0|0,-3|0,0;
107.4507~1|1,0|0,3|0,0;
108.7824~1|3,0|-5,0|0,0;
109.2214~1|4,0|5,0|0,0;
109.6808~1|1,0|0,3|0,0;
110.1754~1|2,0|0,-3|0,0;
110.5101~1|3,0|-5,0|0,0;
110.9633~1|4,0|5,0|0,0;
111.3749~1|2,0|0,-3|0,0;
111.5979~1|1,0|0,3|0,0;
111.8487~1|1,0|0,3|0,0;
112.1205~1|3,0|-5,0|0,0;
112.3573~1|3,0|-5,0|0,0;
112.7268~1|4,0|5,0|0,0;
112.8525~1|2,0|0,-3|0,0;
112.9573~1|2,0|0,-3|0,0;
113.0685~1|1,0|0,3|0,0;
113.2014~1|1,0|0,3|0,0;
113.4940~1|3,0|-5,0|0,0;
113.6823~1|3,0|-5,0|0,0;
113.8634~1|2,0|0,-3|0,0;
114.0307~1|2,0|0,-3|0,0;
114.2538~1|1,0|0,3|0,0;
114.4421~1|1,0|0,3|0,0;
114.6866~1|4,0|5,0|0,0;
114.9020~1|4,0|5,0|0,0;
115.1182~1|2,0|0,-3|0,0;
115.3206~1|2,0|0,-3|0,0;
115.4877~1|3,0|-5,0|0,0;
115.7387~1|3,0|-5,0|0,0;
115.9338~1|4,0|5,0|0,0;
116.1431~1|4,0|5,0|0,0;
116.3104~1|3,0|-5,0|0,0;
116.6168~1|1,0|0,3|0,0;
116.7981~1|1,0|0,3|0,0;
117.0496~1|2,0|0,-3|0,0;
117.2306~1|3,0|-5,0|0,0;
117.4537~1|3,0|-5,0|0,0;
117.6627~1|4,0|5,0|0,0;
117.8722~1|4,0|5,0|0,0;
118.0949~1|2,0|0,-3|0,0;
118.3042~1|1,0|0,3|0,0;
118.5133~1|1,0|0,3|0,0;
118.7574~1|3,0|-5,0|0,0;
118.9035~1|3,0|-5,0|0,0;
119.1476~1|2,0|0,-3|0,0;
119.3499~1|2,0|0,-3|0,0;
119.5937~1|1,0|0,3|0,0;
119.8308~1|1,0|0,3|0,0;
120.0539~1|4,0|5,0|0,0;
120.2279~1|4,0|5,0|0,0;
120.4721~1|3,0|-5,0|0,0;
120.6394~1|3,0|-5,0|0,0;
120.8973~1|2,0|0,-3|0,0;
121.0994~1|1,0|0,3|0,0;
121.3434~1|1,0|0,3|0,0;
121.5246~1|4,0|5,0|0,0;
121.7058~1|4,0|5,0|0,0;
121.8313~1|3,0|-5,0|0,0;
122.0475~1|3,0|-5,0|0,0;
122.2431~1|2,0|0,-3|0,0;
122.4866~1|1,0|0,3|0,0;
122.6401~1|1,0|0,3|0,0;
122.8493~1|4,0|5,0|0,0;
123.0166~1|4,0|5,0|0,0;
123.4488~1|2,0|0,-3|0,0;
123.6232~1|2,0|0,-3|0,0;
123.8741~1|1,0|0,3|0,0;
124.0761~1|3,0|-5,0|0,0;
124.3062~1|3,0|-5,0|0,0;
124.4947~1|4,0|5,0|0,0;
124.7316~1|4,0|5,0|0,0;
124.8920~1|2,0|0,-3|0,0;
125.1988~1|2,0|0,-3|0,0;
125.3242~1|1,0|0,3|0,0;
125.6169~1|3,0|-5,0|0,0;
125.7635~1|3,0|-5,0|0,0;
126.0145~1|4,0|5,0|0,0;
126.2238~1|4,0|5,0|0,0;
126.4535~1|1,0|0,3|0,0;
126.6629~1|1,0|0,3|0,0;
126.9210~1|2,0|0,-3|0,0;
127.1091~1|3,0|-5,0|0,0;
127.3528~1|3,0|-5,0|0,0;
127.5343~1|4,0|5,0|0,0;
127.7784~1|1,0|0,3|0,0;
127.9599~1|2,0|0,-3|0,0;
128.1825~1|2,0|0,-3|0,0;
128.3848~1|1,0|0,3|0,0;
128.5938~1|3,0|-5,0|0,0;
128.7194~1|3,0|-5,0|0,0;
129.0051~1|4,0|5,0|0,0;
129.2355~1|2,0|0,-3|0,0;
129.4305~1|1,0|0,3|0,0;
129.6674~1|1,0|0,3|0,0;
129.8699~1|3,0|-5,0|0,0;
130.0164~1|4,0|5,0|0,0;
130.3091~1|2,0|0,-3|0,0;
130.4274~1|2,0|0,-3|0,0;
130.5459~1|2,0|0,-3|0,0;
130.6714~1|2,0|0,-3|0,0;
130.7761~1|2,0|0,-3|0,0;
130.9784~1|2,0|0,-3|0,0;
131.1106~1|1,0|0,3|0,0;
131.2293~1|1,0|0,3|0,0;
131.3476~1|1,0|0,3|0,0;
131.4733~1|1,0|0,3|0,0;
131.5915~1|1,0|0,3|0,0;
131.7104~1|1,0|0,3|0,0;
131.8218~1|1,0|0,3|0,0;
131.9544~1|4,0|5,0|0,0;
132.0728~1|4,0|5,0|0,0;
132.1842~1|4,0|5,0|0,0;
132.3099~1|4,0|5,0|0,0;
132.4422~1|4,0|5,0|0,0;
132.5605~1|4,0|5,0|0,0;
132.6862~1|4,0|5,0|0,0;
132.8188~1|3,0|-5,0|0,0;
132.9439~1|3,0|-5,0|0,0;
133.0557~1|3,0|-5,0|0,0;
133.1812~1|3,0|-5,0|0,0;
133.2994~1|3,0|-5,0|0,0;
133.4253~1|3,0|-5,0|0,0;
133.5296~1|3,0|-5,0|0,0;
133.7598~1|3,0|-5,0|0,0;
134.2128~1|1,0|0,3|0,0;
135.2031~1|3,0|-5,0|0,0;
135.7255~1|4,0|5,0|0,0;
135.8930~1|1,0|0,3|0,0;
136.0325~1|2,0|0,-3|0,0;
136.1716~1|2,0|0,-3|0,0;
136.1925~1|3,0|-5,0|0,0;
136.4435~1|1,0|0,3|0,0;
136.5482~1|3,0|-5,0|0,0;
136.7153~1|4,0|5,0|0,0;
137.0567~1|1,0|0,3|0,0;
137.3495~1|2,0|0,-3|0,0;
137.5935~1|3,0|-5,0|0,0;
137.8374~1|4,0|5,0|0,0;
138.0466~1|1,0|0,3|0,0;
138.2907~1|2,0|0,-3|0,0;
138.4645~1|3,0|-5,0|0,0;
138.7433~1|4,0|5,0|0,0;
138.9527~1|1,0|0,3|0,0;
139.1408~1|2,0|0,-3|0,0;
139.3639~1|2,0|0,-3|0,0;
139.6007~1|1,0|0,3|0,0;
139.8096~1|1,0|0,3|0,0;
140.0396~1|3,0|-5,0|0,0;
140.1999~1|4,0|5,0|0,0;
140.6809~1|2,0|0,-3|0,0;
141.0153~1|1,0|0,3|0,0;
141.2663~1|3,0|-5,0|0,0;
141.4128~1|4,0|5,0|0,0;
141.6080~1|4,0|5,0|0,0;
141.8249~1|2,0|0,-3|0,0;
142.3467~1|2,0|0,-3|0,0;
142.5280~1|1,0|0,3|0,0;
142.7930~1|3,0|-5,0|0,0;
142.9673~1|4,0|5,0|0,0;
143.1764~1|4,0|5,0|0,0;
143.3926~1|1,0|0,3|0,0;
143.6087~1|2,0|0,-3|0,0;
143.8388~1|2,0|0,-3|0,0;
144.0617~1|1,0|0,3|0,0;
144.2566~1|3,0|-5,0|0,0;
144.4729~1|3,0|-5,0|0,0;
144.6610~1|1,0|0,3|0,0;
144.8918~1|2,0|0,-3|0,0;
145.0376~1|4,0|5,0|0,0;
145.3095~1|2,0|0,-3|0,0;
145.8949~1|1,0|0,3|0,0;
146.0692~1|2,0|0,-3|0,0;
146.2156~1|3,0|-5,0|0,0;
146.6895~1|1,0|0,3|0,0;
146.9197~1|3,0|-5,0|0,0;
147.0520~1|4,0|5,0|0,0;
147.4702~1|4,0|5,0|0,0;
147.8602~1|1,0|0,3|0,0;
148.0489~1|2,0|0,-3|0,0;
148.2510~1|3,0|-5,0|0,0;
148.4877~1|2,0|0,-3|0,0;
148.7106~1|1,0|0,3|0,0;
148.9340~1|2,0|0,-3|0,0;
149.1152~1|4,0|5,0|0,0;
149.3170~1|2,0|0,-3|0,0;
149.4635~1|1,0|0,3|0,0;
149.5749~1|2,0|0,-3|0,0;
149.7565~1|3,0|-5,0|0,0;
149.8890~1|2,0|0,-3|0,0;
150.0002~1|1,0|0,3|0,0;
150.1262~1|2,0|0,-3|0,0;
150.2307~1|4,0|5,0|0,0;
150.3352~1|2,0|0,-3|0,0;
150.4189~1|1,0|0,3|0,0;
150.5793~1|2,0|0,-3|0,0;
150.7323~1|1,0|0,3|0,0;
150.9067~1|2,0|0,-3|0,0;
151.2692~1|3,0|-5,0|0,0;
151.3947~1|4,0|5,0|0,0;
151.5135~1|1,0|0,3|0,0;
151.6108~1|2,0|0,-3|0,0;
151.7363~1|1,0|0,3|0,0;
151.9872~1|2,0|0,-3|0,0;
152.1336~1|3,0|-5,0|0,0;
152.3986~1|4,0|5,0|0,0;
152.5728~1|1,0|0,3|0,0;
152.7681~1|2,0|0,-3|0,0;
152.9842~1|1,0|0,3|0,0;
153.2142~1|2,0|0,-3|0,0;
153.4231~1|4,0|5,0|0,0;
153.6323~1|3,0|-5,0|0,0;
153.8484~1|1,0|0,3|0,0;
154.0645~1|2,0|0,-3|0,0;
154.2943~1|1,0|0,3|0,0;
154.7336~1|2,0|0,-3|0,0;
154.8454~1|4,0|5,0|0,0;
154.9707~1|2,0|0,-3|0,0;
155.0688~1|1,0|0,3|0,0;
155.1941~1|2,0|0,-3|0,0;
155.4031~1|1,0|0,3|0,0;
155.5914~1|2,0|0,-3|0,0;
155.8005~1|3,0|-5,0|0,0;
156.0514~1|2,0|0,-3|0,0;
156.2465~1|1,0|0,3|0,0;
156.4906~1|2,0|0,-3|0,0;
156.7206~1|4,0|5,0|0,0;
156.9363~1|2,0|0,-3|0,0;
157.1536~1|1,0|0,3|0,0;
157.3698~1|2,0|0,-3|0,0;
157.5083~1|3,0|-5,0|0,0;
157.7940~1|2,0|0,-3|0,0;
158.0034~1|1,0|0,3|0,0;
158.2335~1|2,0|0,-3|0,0;
